text,category
"
﻿सातौं राष्ट्रिय बृहत राष्ट्रिय खेलकुद प्रतियोगिता पुसको पहिलो सातादेखि पूर्वाञ्चलमा सुरू हुने निश्चित भएको छ। पूर्वाञ्चलमा तीनपल्ट स्थगित भएको यो प्रतियोगिता गराउने विषयमा सोमबार सातदोबाटोस्थित राष्ट्रिय खेलकुद परिषदको १ सय ७ औं बोर्ड बैठकमा निश्चित भएको हो। 
परिषद अध्यक्ष युवा तथा खेलकुदमन्त्री दलजीत श्रीपालीको अध्यक्षतामा सोमबार सातदोबाटोमा बसेको बोर्ड बैठकले सातौं राष्ट्रिय खेलकुद पुस ८ देखि १५ सम्म गर्ने निर्णय गरेको हो।
बैठकले क्षेत्रीय छनोट प्रतियोगिताको नयाँ मिति पनि तोकेको छ। क...",sports
"
﻿घरेलु मैदानमा रमपम झापा–११ लाई स्तब्ध बनाउँदै सशस्त्र प्रहरीको विभागीय एपिएफ क्लब झापाको सुरुङ्गामा जारी सहारा सुरुङ्गा गोल्डकपको अन्तिम चारमा प्रवेसश गरेको छ। सोमबार सम्पन्न खेलमा ट्राइबेकरमा झापालाई ५–४ गोल अन्तरले स्तब्ध बनाउँदै एपिएफ गोल्डकपको उपाधिको होडमा उभिएको हो।
एपिएफका लागि अञ्जन विष्ट, नवीन लामा, आदित्य चौधरी, मिलन राई र पासाङ लामाले गोल गरे। रमपम झापा-११ का देवेन्द्र तामाङ ट्राइबेकरमा चुक्दा घरेलु मैदानमै क्वाटरफाइनलको खेलमै सीमित बनेको हो।झापाका लागि योगेश गुरुङ, रबि था...",sports
"
﻿
स्वीडिस फुटबल एशोसियसनले राजधानी स्टकहोममा आफ्ना महान फुटबलर जाल्टन इब्राहिमोभिचको प्रतिमा निर्माण गर्ने भएको छ ।
लगातार ११औं पटक स्वीडेनको उत्कृष्ट पुरुष फुटबलरको उपाधि जितेपछि, सोही समारोहमा स्वीडेनको एफएले स्वीडिस राजधानीस्थित फ्रेण्ड्स एरिना बाहिर उनको स्मारक स्थापना गर्ने जानकारी दिएको छ ।
३६ बर्षीय महान स्ट्राइकर इब्रहिमोभिच अहिले म्यानचेस्टर युनाइटेडबाट खेल्छन् । युरो २०१६ पछि राष्ट्रिय टोलीबाट सन्यास लिएका इब्राहिमोबिचले ११४ खेलमा कीर्तिमानी ६२ अन्तर्राष्ट्रिय गोल गरेका छन् ।
राष्ट्रिय टोलीका मूख्य आकर्षकका रुपमा रहेका इब्राहिमोभिचले सन् २०१२ मा इंग्ल्याण्डबिरुद्ध गरेको शानदार चार गोललाई त्यही रंगशाला बाहिर अवस्थित यस प्रतिमाले सधैं स्मरणीय बनाउनेछ ।
इब्राहिमोबिचले यसपटक समेत गरी ११औं पटक स्वीडेनको राष्ट्रिय टोलीबाट गोल्डेन बल जितेका छन् । जुन कीर्तिमानी उपलब्धी हो । सन् १९४६ यता कुनै खेलाडीले लगातार दोस्रो पटक पनि यो उपलब्धी हासिल गर्न सकेका छैनन् । यसैका कारण उनलाई २.७ मिटरको प्रतिमाद्वारा सम्मान गर्न लागिएको हो ।
११औं पटक गोल्डेन बलको अवार्ड ग्रहण गर्दै इब्राहिमोभिचले भने, ‘मलाइ विश्वासै लागिरहेको छैन । धेरैले सोच्छन्, किन म नै ? तर १५ बर्षदेखि राष्ट्रिय टोलीका लागि र २० बर्षदेखि क्लवका लागि मैले गरेको अथक मेहनतको प्रतिफल नै हो भन्ने लाग्छ ।’
आमरुपमा मृत्यु भएपछि सबै सकिन्छ, तर म भने सधैं जीवित रहनेछु । म मरेपछि यो प्रतिमाले मलाइ सधैं जीविन राखिराख्नेछ ।’
अवार्ड वितरण समारोहमा उनको उपपलब्धीबारे इंग्लिस फुटबलर डेभिड बेकहृयामको भिडियो सन्देश पनि सुनाइएको थियो ।
जाल्टन पिएसजीमा रहँदा ६ महिना टिममेट रहेका बेकहृयामले भनेका छन्, ‘निश्चित रुपमा तिमी अदभुद खेलाडीका साथै अदभुद व्यक्ति हौ । म तिमीसँगै एकै टोलीमा रहेर खेल्न पाउँदा निक्कै भाग्यमानी ठान्छु ।’",sports
"
﻿
काठमाडौं । बालोन डि’ओर २०१६ को अन्तिम मनोनयन सार्वजनिक हुन बाँकी नै छ । तर, को प्रमुख दाबेदार भन्ने बहस निरन्तर चल्दै आएको छ ।
च्याम्पियन्स लिग र युरो २०१६ को उपाधि जितेका क्रिष्टियानो रोनाल्डोलाई लिओनल मेस्सी भन्दा अगाडि अगाडि मानिएको छ ।
फ्रान्स फुटबलसँगको अन्तरवार्तामा रोनाल्डोले भनेका छन्, ‘मेरो लक्ष्य त हरेक वर्ष बालोन डिओर जित्ने हो । तर, गत वर्ष भएन ।’
‘मेरो बिचारमा यसपटक मैले जत्नुपर्ने हो ।, किनभने रियल मड्रिडबाट गत सिजन राम्रो भएको थियो । हामीले च्याम्पियन्स लिग जितेका थियौं र युरो २०१६ मा पनि पोर्चुगिज टिमले यस्तै प्रदर्शन गरेको थियो ।’ रोनाल्डोले भने ।",sports
"
﻿चौध वर्षपछि लालपुर्जा पाउँदा धनचौर गाविसका बासिन्दा हर्षित भएका छन्।
धनचौर गाविसमा नापी कार्यालयले जग्गा नापजाँच गरी तयार पारेको एक हजार १७० जग्गाधनी प्रमाणपत्र वितरण गरिएको हो। स्थानीयवासीलाई प्रमुख जिल्ला अधिकारी कृष्णबहादुर कटुवालले ती लालपुर्जा वितरण गरेका हुन्। सशस्त्र द्वन्द्वका समयमा नापी कार्यालयका सबै कागजपत्र जलेर नष्ट भएका थिए।
यस्तै नापी कार्यालयले फिल्डमै गएर पुनः नापी गर्न सुरु गरेको छ। जिल्लाको सबै ठाउँको पुनः नापी हुने र यस क्रममा सन्धिखर्क नगरपालिकामा डिजिटल प्रविधिबाट नापी गर्न...",sports
"
﻿अलिक अघि उनको वियोगले धेरैलाई पिरोल्यो। लोकप्रिय हास्य अभिनेता हरिवंश आचार्यकी पत्नी मीराको निधन समाचारमा आयो, उनको आफ्नै ‘बेस्ट सेलर’ जीवनी पुस्तकमा आयो र सबैभन्दा बढी त यो पीडा घर–घरमा चर्चाको विषय बन्यो।
 
अर्को जन्ममा आफू देउता बन्ने र अहिले भएका देउताहरूलाई मानिस बनाएर दुःख दिँदै बदला लिने भावको उनको कविताले पनि पीडाको गहिराइ छाम्न सकिन्थ्यो।
 
अब भने दृश्य विस्तारै फेरिन थालेको छ। 
 
साढे चार वर्षअघि रमिला पाठकसँग जोडिएपछि आचार्यको जीवनको दोस्रो इनिङ स...",sports
"
﻿राजधानीमा एक सरकारी कार्यालयका प्रमुखले दुई दिनअघि नै पछाडिको हाजिर गरेको भेटिएको छ।
वैदेशिक रोजगार विभाग काठमाडौँ, कार्यालयका निमित्त प्रमुख कृष्णप्रसाद दवाडीले त्यस्तो हाजिरी गरेको पाइएको हो। व्यवस्थापिका–संसद्, अन्तर्राष्ट्रिय सम्बन्ध तथा श्रम समितिका सभापति प्रभु साहसहित सांसदको टोलीले विभागमा गत कात्तिक ३० गते स्थलगत अध्ययन तथा अनुगमन गर्दा दवाडीले यही मङ्सिर २ गतेसम्मको हाजिरी गरेको भेटिएको हो।
अनुगमन टोली जाँदा सोही दिन समेत दवाडी कार्यालयमा अनुपस्थित रहेको सभापति साहले जानकारी दिए।...",sports
"
﻿जलजला बहुमुखी क्याम्पसमा गरिएको शुल्क वृद्धिविरुद्ध विद्यार्थीले क्याम्पस प्रशासन समक्ष आज चर्को शुल्क वृद्धि फिर्ता हुनुपर्ने माग गरेका छन्।
स्नातक तहमा अध्यनरत विद्यार्थीले बुझाएको पाँचबुँदे ज्ञापनपत्रमा यथेष्ट पुस्तकसहितको पुस्तकालय व्यवस्था हुनुपर्ने, निर्माण व्यवसायीबाट क्याम्पस भवन हस्तान्तरण हुनुपर्ने लगायत माग रहेको विद्यार्थी विनोद डाँगीले बताए।
क्याम्पसले विद्यार्थीको भर्ना शुल्क तीन हजार छ सय रुपैयााबाट सात हजार, प्रमाणपत्र शुल्क दुई हजार रुपैयाँबाट चार हजार र मासिक शुल्क पाँच सयबाट स...",sports
"
﻿
१९ कात्तिक, काठमाडौं । फिफाले उत्कृष्ट फुटबलरको मनोनयनमा परेका २३ खेलाडीको नाम सार्वजनिक गरेको छ ।
फ्रान्स फुटबलसँगको सहकार्य तोडेपछि फिफाले यो वर्षबाट फेरि वेष्ट फिफा प्लेयर अवार्ड दिँदैछ । बलोन डि’ओरलाई भने फ्रान्सेली म्यागाजिनले निरन्तरता दिनेछ ।
शुक्रबार सार्वजनिक सूचीमा लिओनल मेस्सी र क्रिष्टियानो रोनाल्डो त छन् नै बार्सिलोनाका लुइस स्वरेज, नेयमार र आन्द्रे इनिस्टा छन् । रियल मड्रिडका ग्यारेथ बेल, लुका मोडरिक, टोनी क्रुज र सर्जिओ रामोस छन् । अर्को स्पेनिस क्लब एथ्लेटिको मड्रिडका एन्टोनी ग्रिजम्यान परेका छन् ।
इंग्लिस क्लब म्यानचेष्टर सिटीका सर्जिओ एग्युरो र केभिन डि ब्रुयेन छन् भने यो सिजन मात्र युनाइटेड आएका जान्टन इब्राहिमोभिच र पल पोग्बा पनि मनोनयनमा परेका छन् ।
यस्तै युभेन्टसका बुफोन, बार्यन म्युनिखका रोबर्ट लेभान्डोस्की र नुयर, लिसेस्टरका रियाद महरेज र भर्डी, आर्सनका एलेक्सिस सान्चेज र ओजिल छन् । यस्तै फ्रान्स तथा वेष्टहृयामका डिमित्री पयेट र चेल्सीका केन्टे पनि उत्कृष्ट फुटबलरको मनोनयनमा परेका छन् ।
फिफा फुटबल कमिटीका विज्ञहरुले २३ खेलाडीको सूची बनाएको हो । र, विजेताको घोषणा जनवरी ९ मा हुनेछ ।
उत्कृट फुटबलर छनौटमा विश्वभरका फुटबलर, प्रशिक्षक, पत्रकार लगायतले मत दिनेछन् । फिफाका अनुसार राष्ट्रिय टोलीका कप्तान र प्रशिक्षकको मतले ५० प्रतिशत र बााकी फुटबल समर्थक र फिफाले छनौट गरेका २०० पत्रकारको मतलाई ५० प्रतिशत मानिनेछ । मतदान शुक्रबारबाट सुरु भएको छ र २२ नोभेम्बरमा सकिनेछ ।",sports
"
﻿अस्वस्थ्यताका कारण मालागाविरूद्धको खेलमा विश्राम लिएका अर्जेन्टिनाका स्टार स्ट्राइकर लिओनल मेसी पुनः बार्सिलोनाको टिममा फर्किएका छन्। उनी बुधबार सेल्टिकविरूद्ध हुने च्याम्पियन्स लिगको खेलका लागि उपलब्ध हुने बताइएको छ। 
यसका लागि मेसी सोमबार नै बार्सिलोनाको सियुटाट इस्पोर्टिभा सान्ट जोन डेस्पी अभ्याससत्रमा समावेश भएका थिए। जहाँ चर्चित गायक जस्टिन बिबर पनि मेसीसँगै अभ्यास सत्रमा देखा परे। युवाहरू माझ निकै लोकप्रिय क्यानेडियन गायकले केही समय ब्राजिलका स्टार स्ट्राइकर नेइमारसँग फुटबल खेलेर बिताए। 
२...",sports
"
﻿इङ्लिस क्लब म्यानचेस्टर सिटीले बार्सिलोनाका स्टार स्ट्राइकर लिओनल मेसीलाई अनुबन्धित गर्न मात्र करिब २७ अर्ब २४ करोड रुपैयाँ छुट्याउने निर्णय गरेको छ। बेलायतबाट प्रकासित ‘दि सन्डे मिरर’ पत्रिकाका अनुसार मेसीले इङ्लिस क्लबमा आउन इच्छा मात्र देखाएको खण्डमा क्लबले अर्जेन्टिनी स्ट्राइकरका लागि ऐतिहासिक कदम अगाडि सार्ने बताइएको छ। बार्सिलोनाका पूर्व प्रशिक्षक पेप ग्वार्डिओला यसै सिजन म्यानचेस्टर सिटीको व्यवस्थापकमा नियुक्त भएपछि मेसीलाई इङ्लिस क्लबमा ल्याउन ठूलै पहल भइरहेको छ।
ग्वार्डिओलाक...",sports
"
﻿भारतका अफ स्पिनर रविचन्द्र अश्विन यस वर्ष टेस्टमा सर्वाधिक विकेट लिने बलर बन्न पुगेका छन्। इङ्ल्यान्डविरूद्ध विशाखापट्टनमको दोस्रो टेस्टमा ८ विकेट लिएपछि अश्विनले विकेट संख्या ५५ पुर्याएका हुन्। यसअघि सर्वाधिक विकेट लिने सूचीमा श्रीलंकाका अफ स्पिनर रंगना हेरातको नाम अगाडि थियो। उनले ५४ विकेट लिएका छन्।
अश्विन हाल टेस्ट क्रिकेटको सूचीमा नम्बर एक बलर हुन्। उनले यस वर्ष ९ टेस्टमा २२ दशमलव २३ को औसतले ५५ विकेट लिएका हुन्। हेरातले ८ टेस्टमा १७ दशमलव ५३ को औसतले ५४ विकेट लिएका थिए। अश्विनले यस व...",sports
"
﻿स्वीडेनको उत्कृष्ट खेलाडीमा दसौं वर्ष आधिपत्य जमाएका म्यानचेस्टर युनाइटेडका व्यावसायिक फुटबलर जाल्टन इब्राहिमोभिकको सम्मानमा उनको मूर्ति प्रतिस्थापन गरिने भएको छ।
३६ वर्षीय स्ट्राइकर इब्राहिमोभिकलाई सोमबार स्टकहोममा एक समारोहबीच ‘गुल्डबोलेन’ (स्वर्ण बल)बाट सम्मानित गरिएको थियो। इब्राहिमोभिकको मुर्ती स्टकहोमको फ्रेन्ड्स एरिना, जहाँ उनले २०१२ मा इङ्ल्यान्डविरूद्ध ४ गोल गरेका थिए, त्यही रंगशालाको बाहिर मूलढोका अगाडि स्थापना गरिने जनाइएको छ। 
इब्राहिमोभिकले भने, ‘यो मेरो लागि ठूलो ...",sports
"
﻿अफ्रिकन खेलाडी ओलावालेको एक मात्र निर्णायक गोलले लक्ष्मी हुन्डाई मनाङ्ग मर्स्याङदी झापाको जारी सहारा सुरुङ्गा गोल्डकपको अन्तिम चारमा प्रवेश गरेको छ। मंगलबार कन्काई माविको खेल मैदानमा सिएमजी सङ्कटा क्लबलाई १-० को झिनो गोलअन्तरले पाखा लगाउँदै मनाङ्ग मर्स्याङदीले सेमिफाइनल यात्रा पक्का गरेकाे हाे। 
दोस्रो हाफको ५२ औं मिनेटमा ओलावालेले गरेको गोल नै निर्णायक बन्यो। प्रतियोगितामा उत्कृष्ट प्रर्दशन गरेका मनाङ मर्स्याङदीका हेमन गुरुङ म्यान अफ द म्याच घोषित भए। 
सेमिफाइनल अन्तर्गतको पहिलो ...",sports
